Date,Code,CompanyName,CompanyNameEnglish,Sector17Code,Sector17CodeName,Sector33Code,Sector33CodeName,ScaleCategory,MarketCode,MarketCodeName
2023-05-10,6841,横河電機,YOKOGAWA ELECTRIC CORPORATION,9,電機・精密,3650,電気機器,TOPIX Mid400,111,プライム
2023-05-10,6857,アドバンテスト,ADVANTEST CORPORATION,9,電機・精密,3650,電気機器,TOPIX Mid400,111,プライム
2023-05-10,6861,キーエンス,KEYENCE CORPORATION,9,電機・精密,3650,電気機器,TOPIX Core30,111,プライム
2023-05-10,6902,デンソー,DENSO CORPORATION,6,自動車・輸送機,3700,輸送用機器,TOPIX Large70,111,プライム
2023-05-10,6952,カシオ計算機,"CASIO COMPUTER CO.,LTD.",9,電機・精密,3650,電気機器,TOPIX Mid400,111,プライム
2023-05-10,6954,ファナック,FANUC CORPORATION,9,電機・精密,3650,電気機器,TOPIX Core30,111,プライム
2023-05-10,6971,京セラ,KYOCERA CORPORATION,9,電機・精密,3650,電気機器,TOPIX Large70,111,プライム
2023-05-10,6976,太陽誘電,"TAIYO YUDEN CO.,LTD.",9,電機・精密,3650,電気機器,TOPIX Mid400,111,プライム
2023-05-10,6981,村田製作所,"Murata Manufacturing Co.,Ltd.",9,電機・精密,3650,電気機器,TOPIX Core30,111,プライム
2023-05-10,6988,日東電工,NITTO DENKO CORPORATION,4,素材・化学,3200,化学,TOPIX Mid400,111,プライム
2023-05-10,7003,三井Ｅ＆Ｓ,"MITSUI E&S Co.,Ltd.",8,機械,3600,機械,TOPIX Small 1,111,プライム
2023-05-10,7004,日立造船,Hitachi Zosen Corporation,8,機械,3600,機械,TOPIX Small 1,111,プライム
2023-05-10,7011,三菱重工業,"Mitsubishi Heavy Industries,Ltd.",8,機械,3600,機械,TOPIX Large70,111,プライム
2023-05-10,7012,川崎重工業,"Kawasaki Heavy Industries,Ltd.",6,自動車・輸送機,3700,輸送用機器,TOPIX Mid400,111,プライム
2023-05-10,7186,コンコルディア・フィナンシャルグループ,"Concordia Financial Group,Ltd.",15,銀行,7050,銀行業,TOPIX Mid400,111,プライム
2023-05-10,7201,日産自動車,"NISSAN MOTOR CO.,LTD.",6,自動車・輸送機,3700,輸送用機器,TOPIX Large70,111,プライム
2023-05-10,7202,いすゞ自動車,ISUZU MOTORS LIMITED,6,自動車・輸送機,3700,輸送用機器,TOPIX Mid400,111,プライム
2023-05-10,7203,トヨタ自動車,TOYOTA MOTOR CORPORATION,6,自動車・輸送機,3700,輸送用機器,TOPIX Core30,111,プライム
2023-05-10,7205,日野自動車,"HINO MOTORS,LTD.",6,自動車・輸送機,3700,輸送用機器,TOPIX Mid400,111,プライム
2023-05-10,7211,三菱自動車工業,MITSUBISHI MOTORS CORPORATION,6,自動車・輸送機,3700,輸送用機器,TOPIX Mid400,111,プライム
2023-05-10,7261,マツダ,Mazda Motor Corporation,6,自動車・輸送機,3700,輸送用機器,TOPIX Mid400,111,プライム
2023-05-10,7267,本田技研工業,"HONDA MOTOR CO.,LTD.",6,自動車・輸送機,3700,輸送用機器,TOPIX Core30,111,プライム
2023-05-10,7269,スズキ,SUZUKI MOTOR CORPORATION,6,自動車・輸送機,3700,輸送用機器,TOPIX Large70,111,プライム
2023-05-10,7270,ＳＵＢＡＲＵ,SUBARU CORPORATION,6,自動車・輸送機,3700,輸送用機器,TOPIX Large70,111,プライム
2023-05-10,7272,ヤマハ発動機,"Yamaha Motor Co.,Ltd.",6,自動車・輸送機,3700,輸送用機器,TOPIX Mid400,111,プライム
2023-05-10,7731,ニコン,NIKON CORPORATION,9,電機・精密,3750,精密機器,TOPIX Mid400,111,プライム
2023-05-10,7733,オリンパス,OLYMPUS CORPORATION,9,電機・精密,3750,精密機器,TOPIX Large70,111,プライム
2023-05-10,7735,ＳＣＲＥＥＮホールディングス,"SCREEN Holdings Co.,Ltd.",9,電機・精密,3650,電気機器,TOPIX Mid400,111,プライム
2023-05-10,7741,ＨＯＹＡ,HOYA CORPORATION,9,電機・精密,3750,精密機器,TOPIX Core30,111,プライム
2023-05-10,7751,キヤノン,CANON INC.,9,電機・精密,3650,電気機器,TOPIX Large70,111,プライム
2023-05-10,7752,リコー,"RICOH COMPANY,LTD.",9,電機・精密,3650,電気機器,TOPIX Mid400,111,プライム
2023-05-10,7762,シチズン時計,"Citizen Watch Co.,Ltd.",9,電機・精密,3750,精密機器,TOPIX Small 1,111,プライム
2023-05-10,7832,バンダイナムコホールディングス,Bandai Namco Holdings Inc.,10,情報通信・サービスその他,3800,その他製品,TOPIX Large70,111,プライム
2023-05-10,7911,凸版印刷,TOPPAN INC.,10,情報通信・サービスその他,3800,その他製品,TOPIX Mid400,111,プライム
2023-05-10,7912,大日本印刷,"Dai Nippon Printing Co.,Ltd.",10,情報通信・サービスその他,3800,その他製品,TOPIX Mid400,111,プライム
2023-05-10,7951,ヤマハ,YAMAHA CORPORATION,10,情報通信・サービスその他,3800,その他製品,TOPIX Mid400,111,プライム
